TrueDistance,PredictedDistance,RSSI,Class
4.40,2.87,-61.01,Far
4.40,2.88,-61.05,Far
4.40,2.89,-61.09,Far
4.40,2.89,-61.08,Far
4.40,2.89,-61.08,Far
4.40,2.90,-61.12,Far
4.40,2.88,-61.07,Far
4.40,2.87,-61.03,Far
4.40,2.88,-61.07,Far
4.40,2.87,-61.02,Far
4.40,2.87,-61.02,Far
4.40,2.86,-60.98,Far
4.40,2.87,-61.02,Far
4.40,2.87,-61.02,Far
4.40,2.87,-61.02,Far
4.40,2.88,-61.06,Far
4.40,2.88,-61.06,Far
4.40,2.87,-61.02,Far
4.40,2.88,-61.06,Far
4.40,2.89,-61.09,Far
4.40,2.89,-61.09,Far
4.40,2.88,-61.05,Far
4.40,2.89,-61.08,Far
4.40,2.89,-61.08,Far
4.40,2.89,-61.08,Far
4.40,2.89,-61.11,Far
4.40,2.89,-61.11,Far
4.40,2.88,-61.07,Far
4.40,2.88,-61.06,Far
4.40,2.89,-61.10,Far
4.40,2.89,-61.10,Far
4.40,2.89,-61.09,Far
4.40,2.90,-61.13,Far
4.40,2.91,-61.16,Far
4.40,2.90,-61.12,Far
4.40,2.89,-61.11,Far
4.50,2.59,-59.89,Far
4.50,2.60,-59.94,Far
4.50,2.62,-60.02,Far
4.50,2.58,-59.86,Far
4.50,2.60,-59.91,Far
4.50,2.60,-59.95,Far
4.50,2.63,-60.07,Far
4.50,2.60,-59.91,Far
4.50,2.60,-59.91,Far
4.50,2.62,-60.00,Far
4.50,2.64,-60.08,Far
4.50,2.60,-59.91,Far
4.50,2.61,-59.96,Far
4.50,2.57,-59.80,Far
4.50,2.58,-59.85,Far
4.50,2.54,-59.69,Far
4.50,2.56,-59.74,Far
4.50,2.57,-59.79,Far
4.50,2.60,-59.92,Far
4.50,2.56,-59.77,Far
4.50,2.57,-59.82,Far
4.50,2.60,-59.94,Far
4.50,2.63,-60.06,Far
4.50,2.58,-59.86,Far
4.50,2.60,-59.91,Far
4.50,2.62,-60.03,Far
4.50,2.59,-59.87,Far
4.50,2.62,-60.00,Far
4.50,2.58,-59.84,Far
4.50,2.58,-59.84,Far
4.50,2.59,-59.89,Far
4.50,2.62,-60.01,Far
4.50,2.58,-59.85,Far
4.50,2.61,-59.98,Far
4.50,2.64,-60.10,Far
4.50,2.60,-59.94,Far
4.50,2.61,-59.98,Far
4.50,2.64,-60.10,Far
4.50,2.60,-59.93,Far
4.50,2.61,-59.98,Far
4.50,2.64,-60.10,Far
4.50,2.64,-60.09,Far
4.50,2.66,-60.17,Far
4.50,2.67,-60.24,Far
4.50,2.63,-60.07,Far
4.50,2.64,-60.11,Far
4.50,2.66,-60.19,Far
4.50,2.62,-60.02,Far
4.50,2.58,-59.86,Far
4.50,2.55,-59.70,Far
4.50,2.56,-59.76,Far
4.50,2.57,-59.81,Far
4.50,2.60,-59.93,Far
4.50,2.56,-59.78,Far
4.50,2.58,-59.83,Far
4.50,2.60,-59.95,Far
4.50,2.57,-59.79,Far
4.50,2.53,-59.64,Far
4.50,2.54,-59.66,Far
4.50,2.57,-59.79,Far
4.50,2.53,-59.64,Far
4.50,2.54,-59.69,Far
4.50,2.56,-59.75,Far
4.50,2.59,-59.88,Far
4.50,2.55,-59.72,Far
4.50,2.57,-59.81,Far
4.50,2.54,-59.66,Far
4.50,2.54,-59.67,Far
4.50,2.57,-59.81,Far
4.50,2.53,-59.65,Far
4.50,2.49,-59.47,Far
4.50,2.46,-59.33,Far
4.50,2.48,-59.40,Far
4.50,2.49,-59.46,Far
4.50,2.52,-59.60,Far
4.50,2.49,-59.46,Far
4.50,2.52,-59.60,Far
4.50,2.49,-59.46,Far
4.50,2.50,-59.48,Far
4.50,2.53,-59.62,Far
4.50,2.49,-59.47,Far
4.50,2.51,-59.53,Far
4.50,2.54,-59.67,Far
4.50,2.51,-59.53,Far
4.50,2.52,-59.59,Far
4.50,2.53,-59.64,Far
4.50,2.56,-59.78,Far
4.50,2.53,-59.62,Far
4.50,2.54,-59.68,Far
4.50,2.57,-59.81,Far
4.50,2.60,-59.94,Far
4.50,2.56,-59.78,Far
4.50,2.58,-59.83,Far
4.50,2.61,-59.96,Far
4.50,2.57,-59.80,Far
4.50,2.54,-59.69,Far
4.50,2.56,-59.74,Far
4.50,2.59,-59.87,Far
4.50,2.54,-59.68,Far
4.50,2.54,-59.69,Far
4.60,3.99,-64.65,Far
4.60,3.99,-64.66,Far
4.60,3.97,-64.59,Far
4.60,3.99,-64.65,Far
4.60,4.02,-64.74,Far
4.60,4.04,-64.79,Far
4.60,4.00,-64.68,Far
4.60,4.02,-64.74,Far
4.60,4.02,-64.75,Far
4.60,4.03,-64.76,Far
4.60,3.99,-64.65,Far
4.60,3.99,-64.66,Far
4.60,3.97,-64.59,Far
4.60,3.95,-64.53,Far
4.60,3.97,-64.59,Far
4.60,4.00,-64.69,Far
4.60,3.96,-64.58,Far
4.60,3.98,-64.63,Far
4.60,4.00,-64.69,Far
4.60,3.96,-64.58,Far
4.60,3.98,-64.64,Far
4.60,3.99,-64.65,Far
4.60,3.97,-64.59,Far
4.60,3.94,-64.52,Far
4.60,3.96,-64.58,Far
4.60,3.97,-64.60,Far
4.60,3.96,-64.58,Far
4.60,3.98,-64.63,Far
4.60,4.00,-64.69,Far
4.60,4.02,-64.74,Far
4.60,4.00,-64.67,Far
4.60,3.97,-64.60,Far
4.60,3.93,-64.50,Far
4.60,3.96,-64.56,Far
4.60,3.98,-64.62,Far
4.60,3.94,-64.51,Far
4.60,3.96,-64.57,Far
4.60,3.91,-64.43,Far
4.60,3.95,-64.53,Far
4.60,3.97,-64.59,Far
4.60,3.97,-64.61,Far
4.60,3.93,-64.50,Far
4.60,3.96,-64.56,Far
4.60,3.92,-64.46,Far
4.60,3.94,-64.52,Far
4.60,3.95,-64.54,Far
4.60,3.91,-64.44,Far
4.60,3.89,-64.38,Far
4.60,3.90,-64.41,Far
4.60,3.92,-64.47,Far
4.60,3.90,-64.41,Far
4.60,3.88,-64.35,Far
4.60,3.91,-64.42,Far
4.60,3.91,-64.44,Far
4.60,3.88,-64.35,Far
4.60,3.92,-64.45,Far
4.60,3.90,-64.39,Far
4.60,3.93,-64.50,Far
4.60,3.96,-64.56,Far
4.60,3.98,-64.62,Far
4.60,3.95,-64.55,Far
4.60,3.99,-64.65,Far
4.60,3.99,-64.66,Far
4.60,4.00,-64.68,Far
4.60,4.03,-64.77,Far
4.60,4.05,-64.82,Far
4.60,4.04,-64.79,Far
4.60,4.01,-64.71,Far
4.60,4.03,-64.77,Far
4.60,4.01,-64.70,Far
4.60,4.04,-64.79,Far
4.60,4.06,-64.84,Far
4.60,4.01,-64.72,Far
4.60,4.03,-64.77,Far
4.60,3.99,-64.66,Far
4.60,4.03,-64.76,Far
4.60,4.06,-64.85,Far
4.60,4.03,-64.77,Far
4.60,4.06,-64.86,Far
4.60,4.08,-64.91,Far
4.60,4.05,-64.83,Far
4.60,4.09,-64.92,Far
4.60,4.12,-65.00,Far
4.60,4.13,-65.04,Far
4.60,4.10,-64.96,Far
4.60,4.12,-65.00,Far
4.60,4.09,-64.92,Far
4.60,4.12,-65.00,Far
4.60,4.13,-65.04,Far
4.60,4.10,-64.96,Far
4.60,4.07,-64.88,Far
4.60,4.11,-64.97,Far
4.60,4.12,-65.01,Far
4.60,4.09,-64.93,Far
4.60,4.11,-64.97,Far
4.60,4.09,-64.93,Far
4.60,4.11,-64.98,Far
4.60,4.06,-64.86,Far
4.60,4.08,-64.90,Far
4.60,4.08,-64.91,Far
4.70,3.97,-64.60,Far
4.70,3.96,-64.58,Far
4.70,3.94,-64.51,Far
4.70,3.90,-64.41,Far
4.70,3.94,-64.52,Far
4.70,3.93,-64.49,Far
4.70,3.90,-64.40,Far
4.70,3.93,-64.50,Far
4.70,3.97,-64.60,Far
4.70,3.96,-64.58,Far
4.70,3.92,-64.47,Far
4.70,3.97,-64.61,Far
4.70,3.97,-64.59,Far
4.70,3.93,-64.49,Far
4.70,3.97,-64.59,Far
4.70,3.97,-64.60,Far
4.70,3.93,-64.50,Far
4.70,3.90,-64.40,Far
4.70,3.95,-64.54,Far
4.70,3.93,-64.48,Far
4.70,3.98,-64.62,Far
4.70,4.01,-64.72,Far
4.70,4.00,-64.69,Far
4.70,3.96,-64.58,Far
4.70,4.00,-64.68,Far
4.70,3.95,-64.53,Far
4.70,3.92,-64.47,Far
4.70,3.89,-64.37,Far
4.70,3.93,-64.48,Far
4.70,3.93,-64.50,Far
4.70,3.90,-64.40,Far
4.70,3.93,-64.50,Far
4.70,3.93,-64.48,Far
4.70,3.89,-64.38,Far
4.70,3.95,-64.53,Far
4.70,3.94,-64.51,Far
4.70,3.90,-64.41,Far
4.70,3.94,-64.51,Far
4.70,3.95,-64.53,Far
4.70,3.91,-64.43,Far
4.70,3.87,-64.33,Far
4.70,3.91,-64.44,Far
4.70,3.91,-64.42,Far
4.70,3.88,-64.36,Far
4.70,3.85,-64.27,Far
4.70,3.89,-64.38,Far
4.70,3.90,-64.40,Far
4.70,3.87,-64.31,Far
4.70,3.90,-64.41,Far
4.70,3.94,-64.52,Far
4.70,3.93,-64.50,Far
4.70,3.90,-64.40,Far
4.70,3.93,-64.50,Far
4.70,3.93,-64.48,Far
4.70,3.93,-64.50,Far
4.70,3.91,-64.44,Far
4.70,3.95,-64.54,Far
4.70,3.96,-64.56,Far
4.70,3.92,-64.46,Far
4.70,3.88,-64.36,Far
4.70,3.92,-64.47,Far
4.70,3.92,-64.45,Far
4.70,3.88,-64.35,Far
4.70,3.92,-64.46,Far
4.70,3.96,-64.56,Far
4.70,3.95,-64.54,Far
4.70,3.92,-64.47,Far
4.70,3.98,-64.62,Far
4.70,3.97,-64.59,Far
4.70,3.96,-64.57,Far
4.70,3.92,-64.46,Far
4.70,3.96,-64.57,Far
4.70,3.95,-64.54,Far
4.70,3.91,-64.44,Far
4.70,3.88,-64.34,Far
4.70,3.92,-64.45,Far
4.70,3.91,-64.43,Far
4.70,3.87,-64.33,Far
4.70,3.91,-64.44,Far
4.70,3.95,-64.54,Far
4.70,3.96,-64.56,Far
4.70,3.92,-64.46,Far
4.70,3.97,-64.60,Far
4.70,3.98,-64.62,Far
4.70,3.98,-64.63,Far
4.70,3.95,-64.53,Far
4.70,3.98,-64.63,Far
4.70,3.97,-64.60,Far
4.70,3.95,-64.54,Far
4.70,3.91,-64.44,Far
4.70,3.91,-64.42,Far
4.70,3.87,-64.32,Far
4.70,3.84,-64.23,Far
4.70,3.88,-64.34,Far
4.70,3.89,-64.37,Far
4.70,3.92,-64.47,Far
4.70,3.97,-64.61,Far
4.70,3.97,-64.59,Far
4.70,3.93,-64.48,Far
4.70,3.98,-64.62,Far
4.80,5.39,-67.97,Far
4.80,5.49,-68.17,Far
4.80,5.57,-68.33,Far
4.80,5.54,-68.27,Far
4.80,5.49,-68.18,Far
4.80,5.59,-68.38,Far
4.80,5.52,-68.24,Far
4.80,5.48,-68.15,Far
4.80,5.44,-68.07,Far
4.80,5.51,-68.22,Far
4.80,5.47,-68.13,Far
4.80,5.43,-68.05,Far
4.80,5.51,-68.21,Far
4.80,5.46,-68.12,Far
4.80,5.42,-68.03,Far
4.80,5.52,-68.23,Far
4.80,5.61,-68.42,Far
4.80,5.59,-68.37,Far
4.80,5.54,-68.27,Far
4.80,5.61,-68.42,Far
4.80,5.56,-68.32,Far
4.80,5.52,-68.23,Far
4.80,5.59,-68.38,Far
4.80,5.53,-68.25,Far
4.80,5.48,-68.16,Far
4.80,5.44,-68.07,Far
4.80,5.54,-68.27,Far
4.80,5.49,-68.18,Far
4.80,5.45,-68.09,Far
4.80,5.55,-68.29,Far
4.80,5.50,-68.19,Far
4.80,5.46,-68.11,Far
4.80,5.55,-68.30,Far
4.80,5.51,-68.21,Far
4.80,5.46,-68.12,Far
4.80,5.42,-68.04,Far
4.80,5.50,-68.20,Far
4.80,5.48,-68.15,Far
4.80,5.43,-68.06,Far
4.80,5.39,-67.98,Far
4.80,5.49,-68.18,Far
4.80,5.45,-68.09,Far
4.80,5.41,-68.01,Far
4.80,5.51,-68.21,Far
4.80,5.58,-68.36,Far
4.80,5.54,-68.27,Far
4.80,5.49,-68.18,Far
4.80,5.59,-68.37,Far
4.80,5.54,-68.27,Far
4.80,5.49,-68.18,Far
4.80,5.45,-68.10,Far
4.80,5.53,-68.25,Far
4.80,5.48,-68.16,Far
4.80,5.44,-68.08,Far
4.80,5.40,-67.99,Far
4.80,5.48,-68.15,Far
4.80,5.44,-68.07,Far
4.80,5.39,-67.98,Far
4.80,5.47,-68.14,Far
4.80,5.55,-68.30,Far
4.80,5.51,-68.21,Far
4.80,5.52,-68.24,Far
4.80,5.60,-68.39,Far
4.80,5.55,-68.29,Far
4.80,5.52,-68.24,Far
4.80,5.60,-68.39,Far
4.80,5.55,-68.30,Far
4.80,5.50,-68.20,Far
4.80,5.58,-68.36,Far
4.80,5.53,-68.26,Far
4.80,5.49,-68.17,Far
4.80,5.56,-68.32,Far
4.80,5.52,-68.23,Far
4.80,5.47,-68.14,Far
4.80,5.55,-68.30,Far
4.80,5.50,-68.20,Far
4.80,5.46,-68.12,Far
4.80,5.42,-68.03,Far
4.80,5.50,-68.19,Far
4.80,5.45,-68.10,Far
4.80,5.43,-68.06,Far
4.80,5.51,-68.22,Far
4.80,5.47,-68.13,Far
4.80,5.46,-68.12,Far
4.80,5.54,-68.28,Far
4.80,5.50,-68.19,Far
4.80,5.45,-68.10,Far
4.80,5.41,-68.02,Far
4.80,5.51,-68.21,Far
4.80,5.47,-68.13,Far
4.80,5.42,-68.04,Far
4.80,5.38,-67.96,Far
4.80,5.46,-68.12,Far
4.80,5.42,-68.04,Far
4.80,5.50,-68.19,Far
4.80,5.46,-68.11,Far
4.80,5.41,-68.02,Far
4.80,5.49,-68.18,Far
4.80,5.57,-68.33,Far
4.80,5.52,-68.24,Far
4.90,5.77,-68.73,Far
4.90,5.76,-68.70,Far
4.90,5.76,-68.71,Far
4.90,10.53,-75.36,Far
4.90,6.30,-69.69,Far
4.90,6.00,-69.16,Far
4.90,7.12,-71.04,Far
4.90,6.07,-69.28,Far
4.90,5.95,-69.07,Far
4.90,6.60,-70.20,Far
4.90,6.07,-69.29,Far
4.90,5.70,-68.58,Far
4.90,5.66,-68.52,Far
4.90,6.04,-69.23,Far
4.90,5.70,-68.59,Far
4.90,5.72,-68.63,Far
4.90,6.06,-69.27,Far
4.90,5.78,-68.74,Far
4.90,5.75,-68.69,Far
4.90,6.05,-69.24,Far
4.90,5.83,-68.84,Far
4.90,5.80,-68.79,Far
4.90,6.07,-69.28,Far
4.90,3.50,-63.21,Far
4.90,3.47,-63.11,Far
4.90,4.11,-64.97,Far
4.90,5.34,-67.87,Far
4.90,4.90,-66.92,Far
4.90,4.98,-67.09,Far
4.90,5.03,-67.22,Far
4.90,4.80,-66.69,Far
4.90,4.86,-66.84,Far
4.90,5.35,-67.89,Far
4.90,5.13,-67.42,Far
4.90,4.95,-67.03,Far
4.90,4.98,-67.11,Far
4.90,5.34,-67.88,Far
4.90,5.14,-67.45,Far
4.90,5.16,-67.49,Far
4.90,5.17,-67.52,Far
4.90,5.43,-68.06,Far
4.90,5.46,-68.12,Far
4.90,5.73,-68.65,Far
4.90,5.56,-68.32,Far
4.90,5.58,-68.36,Far
4.90,5.41,-68.01,Far
4.90,5.25,-67.69,Far
4.90,5.29,-67.76,Far
4.90,5.52,-68.23,Far
4.90,5.39,-67.97,Far
4.90,5.41,-68.02,Far
4.90,5.41,-68.02,Far
4.90,5.58,-68.35,Far
4.90,5.43,-68.05,Far
4.90,5.43,-68.05,Far
4.90,5.63,-68.46,Far
4.90,5.51,-68.21,Far
4.90,5.50,-68.20,Far
4.90,5.71,-68.60,Far
4.90,5.56,-68.31,Far
4.90,5.55,-68.29,Far
4.90,5.74,-68.67,Far
4.90,5.62,-68.43,Far
4.90,5.48,-68.15,Far
4.90,5.47,-68.14,Far
4.90,5.66,-68.52,Far
4.90,5.57,-68.33,Far
4.90,5.58,-68.36,Far
4.90,5.59,-68.38,Far
4.90,5.80,-68.78,Far
4.90,5.65,-68.50,Far
4.90,5.66,-68.52,Far
4.90,5.83,-68.83,Far
4.90,5.70,-68.59,Far
4.90,5.56,-68.32,Far
4.90,5.56,-68.31,Far
4.90,5.43,-68.05,Far
4.90,5.43,-68.05,Far
4.90,5.43,-68.05,Far
4.90,5.61,-68.41,Far
4.90,5.48,-68.15,Far
4.90,5.49,-68.18,Far
4.90,5.67,-68.54,Far
4.90,5.83,-68.84,Far
4.90,5.71,-68.61,Far
4.90,5.87,-68.91,Far
4.90,5.72,-68.63,Far
4.90,5.60,-68.40,Far
4.90,5.59,-68.38,Far
4.90,5.77,-68.73,Far
4.90,5.63,-68.46,Far
4.90,5.62,-68.44,Far
4.90,5.61,-68.42,Far
4.90,5.79,-68.77,Far
4.90,5.65,-68.50,Far
4.90,5.64,-68.48,Far
4.90,5.82,-68.82,Far
4.90,6.02,-69.19,Far
4.90,5.86,-68.90,Far
4.90,5.84,-68.86,Far
5.00,3.29,-62.54,Far
5.00,3.31,-62.60,Far
5.00,3.29,-62.54,Far
5.00,3.31,-62.59,Far
5.00,3.33,-62.65,Far
5.00,3.33,-62.66,Far
5.00,3.32,-62.64,Far
5.00,3.34,-62.69,Far
5.00,3.34,-62.70,Far
5.00,3.32,-62.64,Far
5.00,3.30,-62.57,Far
5.00,3.31,-62.59,Far
5.00,3.29,-62.52,Far
5.00,3.27,-62.46,Far
5.00,3.29,-62.52,Far
5.00,3.29,-62.54,Far
5.00,3.28,-62.48,Far
5.00,3.29,-62.54,Far
5.00,3.30,-62.56,Far
5.00,3.28,-62.50,Far
5.00,3.30,-62.56,Far
5.00,3.32,-62.62,Far
5.00,3.32,-62.63,Far
5.00,3.29,-62.53,Far
5.00,3.31,-62.59,Far
5.00,3.31,-62.60,Far
5.00,3.33,-62.66,Far
5.00,3.31,-62.59,Far
5.00,3.33,-62.65,Far
5.00,3.35,-62.74,Far
5.00,3.33,-62.67,Far
5.00,3.31,-62.61,Far
5.00,3.33,-62.66,Far
5.00,3.33,-62.67,Far
5.00,3.31,-62.61,Far
5.00,3.34,-62.70,Far
5.00,3.36,-62.76,Far
5.00,3.37,-62.80,Far
5.00,3.34,-62.69,Far
5.00,3.36,-62.75,Far
5.00,3.36,-62.76,Far
5.00,3.36,-62.76,Far
5.00,3.34,-62.69,Far
5.00,3.36,-62.75,Far
5.00,3.37,-62.80,Far
5.00,3.34,-62.68,Far
5.00,3.32,-62.62,Far
5.00,3.32,-62.63,Far
5.00,3.30,-62.57,Far
5.00,3.32,-62.62,Far
5.00,3.34,-62.68,Far
5.00,3.31,-62.61,Far
5.00,3.32,-62.63,Far
5.00,3.34,-62.68,Far
5.00,3.32,-62.62,Far
5.00,3.33,-62.67,Far
5.00,3.34,-62.68,Far
5.00,3.32,-62.62,Far
5.00,3.30,-62.55,Far
5.00,3.30,-62.57,Far
5.00,3.31,-62.59,Far
5.00,3.29,-62.52,Far
5.00,3.27,-62.46,Far
5.00,3.29,-62.52,Far
5.00,3.31,-62.58,Far
5.00,3.29,-62.52,Far
5.00,3.31,-62.58,Far
5.00,3.32,-62.64,Far
5.00,3.33,-62.65,Far
5.00,3.31,-62.58,Far
5.00,3.32,-62.64,Far
5.00,3.34,-62.70,Far
5.00,3.32,-62.63,Far
5.00,3.34,-62.68,Far
5.00,3.35,-62.74,Far
5.00,3.32,-62.63,Far
5.00,3.31,-62.60,Far
5.00,3.33,-62.66,Far
5.00,3.35,-62.71,Far
5.00,3.32,-62.64,Far
5.00,3.34,-62.70,Far
5.00,3.36,-62.75,Far
5.00,3.37,-62.80,Far
5.00,3.39,-62.85,Far
5.00,3.40,-62.89,Far
5.00,3.39,-62.86,Far
5.00,3.40,-62.90,Far
5.00,3.41,-62.91,Far
5.00,3.38,-62.83,Far
5.00,3.36,-62.76,Far
5.00,3.38,-62.81,Far
5.00,3.38,-62.81,Far
5.00,3.35,-62.74,Far
5.00,3.33,-62.67,Far
5.00,3.35,-62.73,Far
5.00,3.33,-62.66,Far
5.00,3.35,-62.71,Far
5.00,3.36,-62.76,Far
5.00,3.36,-62.77,Far
5.00,3.34,-62.70,Far
